ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
215,HL-U509,31,NULL,NULL,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,12.0278,1,Black,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
216,HL-U509,31,NULL,NULL,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,13.8782,1,Black,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
217,HL-U509,31,NULL,NULL,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,13.0863,1,Black,4,3,34.9900,NULL,NA,NULL,0,S ,20.9940,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2013-07-01 00:00:00.000,NULL,Current
218,SO-B909-M,23,NULL,NULL,Mountain Bike Socks, M,Calcetines para bicicleta de monta§a, M,Chaussettes de VTT, taille M,3.3963,1,White,4,3,9.5000,M,M,NULL,0,M ,5.7000,NULL,U ,Mountain Bike Socks,0x47494638,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Combinaison de fibres naturelles et synthÇtiquesˇ; reste säche et offre le confort nÇcessaire.,?????????????,?????????????????,?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.,????? ?? ????? ?????? ????????? ???? ??? ????? ????? ?? ?????? ?????.,????????????????????????????????????????? ?????????????????????????????????,Die Kombination aus natÅrlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.,??????????????????????????????????????,Dogal ve sentetik fiber karisimi kuru kalir ve tam istenen yumusakligi saglar.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
219,SO-B909-L,23,NULL,NULL,Mountain Bike Socks, L,Calcetines para bicicleta de monta§a, G,Chaussettes de VTT, taille L,3.3963,1,White,4,3,9.5000,L,L,NULL,0,M ,5.7000,NULL,U ,Mountain Bike Socks,0x47494638,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,Combinaison de fibres naturelles et synthÇtiquesˇ; reste säche et offre le confort nÇcessaire.,?????????????,?????????????????,?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.,????? ?? ????? ?????? ????????? ???? ??? ????? ????? ?? ?????? ?????.,????????????????????????????????????????? ?????????????????????????????????,Die Kombination aus natÅrlichen und synthetischen Fasern bleibt trocken und bietet genau die richtige Federung.,??????????????????????????????????????,Dogal ve sentetik fiber karisimi kuru kalir ve tam istenen yumusakligi saglar.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
220,HL-U509-B,31,NULL,NULL,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,12.0278,1,Blue,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
221,HL-U509-B,31,NULL,NULL,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,13.8782,1,Blue,4,3,33.6442,NULL,NA,NULL,0,S ,20.1865,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
222,HL-U509-B,31,NULL,NULL,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,13.0863,1,Blue,4,3,34.9900,NULL,NA,NULL,0,S ,20.9940,NULL,NULL,Sport-100,0x47494638,Universal fit, well-vented, lightweight , snap-on visor.,LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.,??????????,????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.,????????????????? ??????????????? ??????????,"Einheitsgrî·e, atmungsaktiv, leicht, aufsetzbarer Blendschutz.",???????????????? ????????? ?? ?????,"Her bisiklete kolayca takilabilen, aerodinamik, hafif dikiz aynasi.",2013-07-01 00:00:00.000,NULL,Current
223,CA-1098,19,NULL,NULL,AWC Logo Cap,,,5.7052,1,Multi,4,3,8.6442,NULL,NA,NULL,0,S ,5.1865,NULL,U ,Cycling Cap,0x47494638,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visiäre relevableˇ; taille unique.,????,????;???,??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.,????? ?????? ?? ?????? ???????; ???? ??? ????? ?????.,??????????? ??????????? ??????????????,"Traditionelles Design mit Klapprand, Einheitsgrî·e.",???????????????????????????????????,"Klasik stil, herkese uygun tek bir boyda.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
224,CA-1098,19,NULL,NULL,AWC Logo Cap,,,5.2297,1,Multi,4,3,8.6442,NULL,NA,NULL,0,S ,5.1865,NULL,U ,Cycling Cap,0x47494638,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visiäre relevableˇ; taille unique.,????,????;???,??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.,????? ?????? ?? ?????? ???????; ???? ??? ????? ?????.,??????????? ??????????? ??????????????,"Traditionelles Design mit Klapprand, Einheitsgrî·e.",???????????????????????????????????,"Klasik stil, herkese uygun tek bir boyda.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
225,CA-1098,19,NULL,NULL,AWC Logo Cap,,,6.9223,1,Multi,4,3,8.9900,NULL,NA,NULL,0,S ,5.3940,NULL,U ,Cycling Cap,0x47494638,Traditional style with a flip-up brim; one-size fits all.,Style classique avec une visiäre relevableˇ; taille unique.,????,????;???,??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.,????? ?????? ?? ?????? ???????; ???? ??? ????? ?????.,??????????? ??????????? ??????????????,"Traditionelles Design mit Klapprand, Einheitsgrî·e.",???????????????????????????????????,"Klasik stil, herkese uygun tek bir boyda.",2013-07-01 00:00:00.000,NULL,Current
226,LJ-0192-S,21,NULL,NULL,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,31.7244,1,Multi,4,3,48.0673,S,S,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
227,LJ-0192-S,21,NULL,NULL,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,29.0807,1,Multi,4,3,48.0673,S,S,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
228,LJ-0192-S,21,NULL,NULL,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,38.4923,1,Multi,4,3,49.9900,S,S,NULL,0,S ,29.9940,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2013-07-01 00:00:00.000,NULL,Current
229,LJ-0192-M,21,NULL,NULL,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,31.7244,1,Multi,4,3,48.0673,M,M,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
230,LJ-0192-M,21,NULL,NULL,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,29.0807,1,Multi,4,3,48.0673,M,M,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
231,LJ-0192-M,21,NULL,NULL,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,38.4923,1,Multi,4,3,49.9900,M,M,NULL,0,S ,29.9940,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2013-07-01 00:00:00.000,NULL,Current
232,LJ-0192-L,21,NULL,NULL,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,31.7244,1,Multi,4,3,48.0673,L,L,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
233,LJ-0192-L,21,NULL,NULL,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,29.0807,1,Multi,4,3,48.0673,L,L,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
234,LJ-0192-L,21,NULL,NULL,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,38.4923,1,Multi,4,3,49.9900,L,L,NULL,0,S ,29.9940,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2013-07-01 00:00:00.000,NULL,Current
235,LJ-0192-X,21,NULL,NULL,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,31.7244,1,Multi,4,3,48.0673,XL,XL,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
236,LJ-0192-X,21,NULL,NULL,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,29.0807,1,Multi,4,3,48.0673,XL,XL,NULL,0,S ,28.8404,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
237,LJ-0192-X,21,NULL,NULL,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,38.4923,1,Multi,4,3,49.9900,XL,XL,NULL,0,S ,29.9940,NULL,U ,Long-Sleeve Logo Jersey,0x474946380x0234F092,Unisex long-sleeve AWC logo microfiber cycling jersey,Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.,?????? AWC ????????????,???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.,???? ??????, ????? ????, ???????, ???? microfiber ?????? AWC.,????????????????????????? AWC,LangÑrmliges Unisex-Microfiber-Trikot mit AWC-Logo,??????AWC ??????????????? ?????? ?????,"öniseks uzun kollu, AWC logolu, mikro fiber bisiklet mayosu",2013-07-01 00:00:00.000,NULL,Current
238,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vÇlo de route HL - rouge, 62,747.9682,1,Red,500,375,1263.4598,62,60-62 CM,2.2999999999999998,1,R ,758.0759,H ,U ,HL Road Frame,0x47494638,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.,???????????????????????;????????,?????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.,????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei·t und hitzebehandelt fÅr noch mehr StabilitÑt. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"En yeni alasimdan imal edilme, en hafif ve en kaliteli alÅminyum kadromuz, daha gÅálÅ olmasi iáin kaynaklandi ve tavlandi. Yenilikái tasarimimiz maksimum konfor ve performans sunar.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
239,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vÇlo de route HL - rouge, 62,722.2568,1,Red,500,375,1301.3636,62,60-62 CM,2.2999999999999998,1,R ,780.8182,H ,U ,HL Road Frame,0x47494638,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.,???????????????????????;????????,?????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.,????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei·t und hitzebehandelt fÅr noch mehr StabilitÑt. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"En yeni alasimdan imal edilme, en hafif ve en kaliteli alÅminyum kadromuz, daha gÅálÅ olmasi iáin kaynaklandi ve tavlandi. Yenilikái tasarimimiz maksimum konfor ve performans sunar.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
240,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vÇlo de route HL - rouge, 62,868.6342,1,Red,500,375,1431.5000,62,60-62 CM,2.2999999999999998,1,R ,858.9000,H ,U ,HL Road Frame,0x47494638,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.,???????????????????????;????????,?????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.,????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei·t und hitzebehandelt fÅr noch mehr StabilitÑt. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"En yeni alasimdan imal edilme, en hafif ve en kaliteli alÅminyum kadromuz, daha gÅálÅ olmasi iáin kaynaklandi ve tavlandi. Yenilikái tasarimimiz maksimum konfor ve performans sunar.",2013-07-01 00:00:00.000,NULL,Current
241,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red, 44,Cuadro de carretera GA: rojo, 44,Cadre de vÇlo de route HL - rouge, 44,747.9682,1,Red,500,375,1263.4598,44,42-46 CM,2.1200000000000001,1,R ,758.0759,H ,U ,HL Road Frame,0x47494638,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.,???????????????????????;????????,?????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.,????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei·t und hitzebehandelt fÅr noch mehr StabilitÑt. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"En yeni alasimdan imal edilme, en hafif ve en kaliteli alÅminyum kadromuz, daha gÅálÅ olmasi iáin kaynaklandi ve tavlandi. Yenilikái tasarimimiz maksimum konfor ve performans sunar.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
242,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red, 44,Cuadro de carretera GA: rojo, 44,Cadre de vÇlo de route HL - rouge, 44,722.2568,1,Red,500,375,1301.3636,44,42-46 CM,2.1200000000000001,1,R ,780.8182,H ,U ,HL Road Frame,0x47494638,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.,???????????????????????;????????,?????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.,????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschwei·t und hitzebehandelt fÅr noch mehr StabilitÑt. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"En yeni alasimdan imal edilme, en hafif ve en kaliteli alÅminyum kadromuz, daha gÅálÅ olmasi iáin kaynaklandi ve tavlandi. Yenilikái tasarimimiz maksimum konfor ve performans sunar.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
