FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
7891,20110801,3,1,2,81,380.0,2011-08-01 00:00:00.000
7892,20110801,3,1,2,82,40.0,2011-08-01 00:00:00.000
7893,20110801,3,1,1,82,33.0,2011-08-01 00:00:00.000
7894,20110801,3,1,2,83,100.0,2011-08-01 00:00:00.000
7895,20110801,3,1,1,83,114.0,2011-08-01 00:00:00.000
7896,20110801,3,1,1,84,96.0,2011-08-01 00:00:00.000
7897,20110801,3,1,2,84,100.0,2011-08-01 00:00:00.000
7898,20110801,3,1,2,85,100.0,2011-08-01 00:00:00.000
7899,20110801,3,1,1,85,91.0,2011-08-01 00:00:00.000
7900,20110801,3,1,1,87,495.0,2011-08-01 00:00:00.000
7901,20110801,3,1,2,87,480.0,2011-08-01 00:00:00.000
7902,20110801,3,1,1,89,187.0,2011-08-01 00:00:00.000
7903,20110801,3,1,1,90,287.0,2011-08-01 00:00:00.000
7904,20110801,3,1,1,91,-230.0,2011-08-01 00:00:00.000
7905,20110801,3,1,1,92,382.0,2011-08-01 00:00:00.000
7906,20110801,3,1,1,94,196.0,2011-08-01 00:00:00.000
7907,20110801,3,1,1,96,11.0,2011-08-01 00:00:00.000
7908,20110801,3,2,1,12,61121.0,2011-08-01 00:00:00.000
7909,20110801,3,6,1,52,5613.0,2011-08-01 00:00:00.000
7910,20110801,3,6,2,52,6500.0,2011-08-01 00:00:00.000
7911,20110801,3,6,2,53,1600.0,2011-08-01 00:00:00.000
7912,20110801,3,6,1,53,1871.0,2011-08-01 00:00:00.000
7913,20110801,3,6,1,56,87865.0,2011-08-01 00:00:00.000
7914,20110801,3,6,2,56,79100.0,2011-08-01 00:00:00.000
7915,20110801,3,6,2,57,3700.0,2011-08-01 00:00:00.000
7916,20110801,3,6,1,57,3118.0,2011-08-01 00:00:00.000
7917,20110801,3,6,2,60,14800.0,2011-08-01 00:00:00.000
7918,20110801,3,6,1,60,16000.0,2011-08-01 00:00:00.000
7919,20110801,3,6,1,61,1440.0,2011-08-01 00:00:00.000
7920,20110801,3,6,2,61,1300.0,2011-08-01 00:00:00.000
7921,20110801,3,6,2,62,850.0,2011-08-01 00:00:00.000
7922,20110801,3,6,1,62,1120.0,2011-08-01 00:00:00.000
7923,20110801,3,6,2,63,1900.0,2011-08-01 00:00:00.000
7924,20110801,3,6,1,63,1871.0,2011-08-01 00:00:00.000
7925,20110801,3,6,1,65,244.0,2011-08-01 00:00:00.000
7926,20110801,3,6,2,65,200.0,2011-08-01 00:00:00.000
7927,20110801,3,6,1,66,222.0,2011-08-01 00:00:00.000
7928,20110801,3,6,2,66,200.0,2011-08-01 00:00:00.000
7929,20110801,3,6,1,67,112.0,2011-08-01 00:00:00.000
7930,20110801,3,6,2,67,100.0,2011-08-01 00:00:00.000
7931,20110801,3,6,2,68,80.0,2011-08-01 00:00:00.000
7932,20110801,3,6,1,68,84.0,2011-08-01 00:00:00.000
7933,20110801,3,6,1,69,24.0,2011-08-01 00:00:00.000
7934,20110801,3,6,1,71,24.0,2011-08-01 00:00:00.000
7935,20110801,3,6,2,71,50.0,2011-08-01 00:00:00.000
7936,20110801,3,6,1,72,281.0,2011-08-01 00:00:00.000
7937,20110801,3,6,2,72,200.0,2011-08-01 00:00:00.000
7938,20110801,3,6,1,73,161.0,2011-08-01 00:00:00.000
7939,20110801,3,6,2,73,120.0,2011-08-01 00:00:00.000
7940,20110801,3,6,2,74,90.0,2011-08-01 00:00:00.000
7941,20110801,3,6,1,74,104.0,2011-08-01 00:00:00.000
7942,20110801,3,6,2,76,750.0,2011-08-01 00:00:00.000
7943,20110801,3,6,1,76,929.0,2011-08-01 00:00:00.000
7944,20110801,3,6,1,77,353.0,2011-08-01 00:00:00.000
7945,20110801,3,6,2,77,380.0,2011-08-01 00:00:00.000
7946,20110801,3,6,2,78,100.0,2011-08-01 00:00:00.000
7947,20110801,3,6,1,78,107.0,2011-08-01 00:00:00.000
7948,20110801,3,6,1,80,416.0,2011-08-01 00:00:00.000
7949,20110801,3,6,2,80,480.0,2011-08-01 00:00:00.000
7950,20110801,3,6,2,81,280.0,2011-08-01 00:00:00.000
7951,20110801,3,6,1,81,257.0,2011-08-01 00:00:00.000
7952,20110801,3,6,2,82,30.0,2011-08-01 00:00:00.000
7953,20110801,3,6,1,82,26.0,2011-08-01 00:00:00.000
7954,20110801,3,6,1,83,90.0,2011-08-01 00:00:00.000
7955,20110801,3,6,2,83,90.0,2011-08-01 00:00:00.000
7956,20110801,3,6,1,84,78.0,2011-08-01 00:00:00.000
7957,20110801,3,6,2,84,80.0,2011-08-01 00:00:00.000
7958,20110801,3,6,1,85,72.0,2011-08-01 00:00:00.000
7959,20110801,3,6,2,85,70.0,2011-08-01 00:00:00.000
7960,20110801,3,6,1,87,360.0,2011-08-01 00:00:00.000
7961,20110801,3,6,2,87,380.0,2011-08-01 00:00:00.000
7962,20110801,3,6,1,89,151.0,2011-08-01 00:00:00.000
7963,20110801,3,6,1,90,232.0,2011-08-01 00:00:00.000
7964,20110801,3,6,1,91,-186.0,2011-08-01 00:00:00.000
7965,20110801,3,6,1,92,310.0,2011-08-01 00:00:00.000
7966,20110801,3,6,1,94,8246.0,2011-08-01 00:00:00.000
7967,20110801,3,6,1,96,8.0,2011-08-01 00:00:00.000
7968,20110801,3,6,1,97,200.0,2011-08-01 00:00:00.000
7969,20110801,3,6,1,99,45000.0,2011-08-01 00:00:00.000
7970,20110801,3,6,2,101,215200.0,2011-08-01 00:00:00.000
7971,20110801,3,6,1,101,187106.0,2011-08-01 00:00:00.000
7972,20110801,3,7,1,4,211331.0,2011-08-01 00:00:00.000
7973,20110801,3,7,1,6,295525.0,2011-08-01 00:00:00.000
7974,20110801,3,7,1,7,9447.0,2011-08-01 00:00:00.000
7975,20110801,3,7,1,8,5910.0,2011-08-01 00:00:00.000
7976,20110801,3,7,1,13,47431.0,2011-08-01 00:00:00.000
7977,20110801,3,7,1,14,30734.0,2011-08-01 00:00:00.000
7978,20110801,3,7,1,15,62651.0,2011-08-01 00:00:00.000
7979,20110801,3,7,1,18,13720.0,2011-08-01 00:00:00.000
7980,20110801,3,7,1,19,43720.0,2011-08-01 00:00:00.000
7981,20110801,3,7,1,20,12622.0,2011-08-01 00:00:00.000
7982,20110801,3,7,1,21,60133.0,2011-08-01 00:00:00.000
7983,20110801,3,7,1,22,11887.0,2011-08-01 00:00:00.000
7984,20110801,3,7,1,23,4811.0,2011-08-01 00:00:00.000
7985,20110801,3,7,1,24,26134.0,2011-08-01 00:00:00.000
7986,20110801,3,7,1,28,19593.0,2011-08-01 00:00:00.000
7987,20110801,3,7,1,29,181086.0,2011-08-01 00:00:00.000
7988,20110801,3,7,1,31,52736.0,2011-08-01 00:00:00.000
7989,20110801,3,7,1,32,31452.0,2011-08-01 00:00:00.000
7990,20110801,3,7,1,33,26640.0,2011-08-01 00:00:00.000
7991,20110801,3,7,1,34,20273.0,2011-08-01 00:00:00.000
7992,20110801,3,7,1,35,156732.0,2011-08-01 00:00:00.000
7993,20110801,3,7,1,37,131472.0,2011-08-01 00:00:00.000
7994,20110801,3,7,1,38,35406.0,2011-08-01 00:00:00.000
7995,20110801,3,7,1,39,55483.0,2011-08-01 00:00:00.000
7996,20110801,3,7,1,40,28593.0,2011-08-01 00:00:00.000
7997,20110801,3,7,1,43,-17259.0,2011-08-01 00:00:00.000
7998,20110801,3,7,1,46,154507.0,2011-08-01 00:00:00.000
7999,20110801,3,7,2,60,5300.0,2011-08-01 00:00:00.000
8000,20110801,3,7,1,60,5400.0,2011-08-01 00:00:00.000
8001,20110801,3,7,1,61,594.0,2011-08-01 00:00:00.000
8002,20110801,3,7,2,61,480.0,2011-08-01 00:00:00.000
8003,20110801,3,7,2,62,380.0,2011-08-01 00:00:00.000
8004,20110801,3,7,1,62,324.0,2011-08-01 00:00:00.000
8005,20110801,3,7,2,65,70.0,2011-08-01 00:00:00.000
8006,20110801,3,7,1,65,75.0,2011-08-01 00:00:00.000
8007,20110801,3,7,1,66,68.0,2011-08-01 00:00:00.000
8008,20110801,3,7,2,66,70.0,2011-08-01 00:00:00.000
8009,20110801,3,7,2,67,40.0,2011-08-01 00:00:00.000
8010,20110801,3,7,1,67,36.0,2011-08-01 00:00:00.000
8011,20110801,3,7,2,68,30.0,2011-08-01 00:00:00.000
8012,20110801,3,7,1,68,27.0,2011-08-01 00:00:00.000
8013,20110801,3,7,1,69,8.0,2011-08-01 00:00:00.000
8014,20110801,3,7,1,71,9.0,2011-08-01 00:00:00.000
8015,20110801,3,7,2,71,30.0,2011-08-01 00:00:00.000
8016,20110801,3,7,1,73,55.0,2011-08-01 00:00:00.000
8017,20110801,3,7,2,73,70.0,2011-08-01 00:00:00.000
8018,20110801,3,7,2,74,90.0,2011-08-01 00:00:00.000
8019,20110801,3,7,1,74,81.0,2011-08-01 00:00:00.000
8020,20110801,3,7,1,76,71.0,2011-08-01 00:00:00.000
8021,20110801,3,7,2,76,70.0,2011-08-01 00:00:00.000
8022,20110801,3,7,2,77,100.0,2011-08-01 00:00:00.000
8023,20110801,3,7,1,77,127.0,2011-08-01 00:00:00.000
8024,20110801,3,7,1,78,42.0,2011-08-01 00:00:00.000
8025,20110801,3,7,2,78,40.0,2011-08-01 00:00:00.000
8026,20110801,3,7,1,80,150.0,2011-08-01 00:00:00.000
8027,20110801,3,7,2,80,100.0,2011-08-01 00:00:00.000
8028,20110801,3,7,2,81,90.0,2011-08-01 00:00:00.000
8029,20110801,3,7,1,81,93.0,2011-08-01 00:00:00.000
8030,20110801,3,7,1,82,9.0,2011-08-01 00:00:00.000
8031,20110801,3,7,2,82,10.0,2011-08-01 00:00:00.000
8032,20110801,3,7,1,83,32.0,2011-08-01 00:00:00.000
8033,20110801,3,7,2,83,30.0,2011-08-01 00:00:00.000
8034,20110801,3,7,2,84,30.0,2011-08-01 00:00:00.000
8035,20110801,3,7,1,84,27.0,2011-08-01 00:00:00.000
8036,20110801,3,7,2,85,30.0,2011-08-01 00:00:00.000
8037,20110801,3,7,1,85,26.0,2011-08-01 00:00:00.000
8038,20110801,3,7,1,87,135.0,2011-08-01 00:00:00.000
8039,20110801,3,7,2,87,100.0,2011-08-01 00:00:00.000
8040,20110801,3,7,1,89,53.0,2011-08-01 00:00:00.000
8041,20110801,3,7,1,90,81.0,2011-08-01 00:00:00.000
8042,20110801,3,7,1,91,-65.0,2011-08-01 00:00:00.000
8043,20110801,3,7,1,92,108.0,2011-08-01 00:00:00.000
8044,20110801,3,7,1,94,54.0,2011-08-01 00:00:00.000
8045,20110801,3,7,1,96,3.0,2011-08-01 00:00:00.000
8046,20110801,3,7,1,100,20463.0,2011-08-01 00:00:00.000
8047,20110801,4,1,2,60,45100.0,2011-08-01 00:00:00.000
8048,20110801,4,1,1,60,49440.0,2011-08-01 00:00:00.000
8049,20110801,4,1,2,61,5100.0,2011-08-01 00:00:00.000
8050,20110801,4,1,1,61,5932.0,2011-08-01 00:00:00.000
8051,20110801,4,1,1,62,4449.0,2011-08-01 00:00:00.000
8052,20110801,4,1,2,62,3400.0,2011-08-01 00:00:00.000
8053,20110801,4,1,2,65,650.0,2011-08-01 00:00:00.000
8054,20110801,4,1,1,65,888.0,2011-08-01 00:00:00.000
8055,20110801,4,1,2,66,650.0,2011-08-01 00:00:00.000
8056,20110801,4,1,1,66,808.0,2011-08-01 00:00:00.000
8057,20110801,4,1,1,67,408.0,2011-08-01 00:00:00.000
8058,20110801,4,1,2,67,280.0,2011-08-01 00:00:00.000
8059,20110801,4,1,2,68,200.0,2011-08-01 00:00:00.000
8060,20110801,4,1,1,68,300.0,2011-08-01 00:00:00.000
8061,20110801,4,1,1,69,89.0,2011-08-01 00:00:00.000
8062,20110801,4,1,2,71,80.0,2011-08-01 00:00:00.000
8063,20110801,4,1,1,71,60.0,2011-08-01 00:00:00.000
8064,20110801,4,1,1,73,546.0,2011-08-01 00:00:00.000
8065,20110801,4,1,2,73,500.0,2011-08-01 00:00:00.000
8066,20110801,4,1,1,74,256.0,2011-08-01 00:00:00.000
8067,20110801,4,1,2,74,200.0,2011-08-01 00:00:00.000
8068,20110801,4,1,2,76,550.0,2011-08-01 00:00:00.000
8069,20110801,4,1,1,76,624.0,2011-08-01 00:00:00.000
8070,20110801,4,1,2,77,1000.0,2011-08-01 00:00:00.000
8071,20110801,4,1,1,77,1123.0,2011-08-01 00:00:00.000
8072,20110801,4,1,1,78,309.0,2011-08-01 00:00:00.000
8073,20110801,4,1,2,78,280.0,2011-08-01 00:00:00.000
8074,20110801,4,1,1,80,1197.0,2011-08-01 00:00:00.000
8075,20110801,4,1,2,80,1100.0,2011-08-01 00:00:00.000
8076,20110801,4,1,2,81,650.0,2011-08-01 00:00:00.000
8077,20110801,4,1,1,81,741.0,2011-08-01 00:00:00.000
8078,20110801,4,1,2,82,70.0,2011-08-01 00:00:00.000
8079,20110801,4,1,1,82,73.0,2011-08-01 00:00:00.000
8080,20110801,4,1,2,83,200.0,2011-08-01 00:00:00.000
8081,20110801,4,1,1,83,256.0,2011-08-01 00:00:00.000
8082,20110801,4,1,1,84,218.0,2011-08-01 00:00:00.000
8083,20110801,4,1,2,84,200.0,2011-08-01 00:00:00.000
8084,20110801,4,1,2,85,200.0,2011-08-01 00:00:00.000
8085,20110801,4,1,1,85,205.0,2011-08-01 00:00:00.000
8086,20110801,4,1,1,87,1080.0,2011-08-01 00:00:00.000
8087,20110801,4,1,2,87,950.0,2011-08-01 00:00:00.000
8088,20110801,4,1,1,89,213.0,2011-08-01 00:00:00.000
8089,20110801,4,1,1,90,327.0,2011-08-01 00:00:00.000
8090,20110801,4,1,1,91,-262.0,2011-08-01 00:00:00.000
8091,20110801,4,1,1,92,436.0,2011-08-01 00:00:00.000
8092,20110801,4,1,1,94,109.0,2011-08-01 00:00:00.000
8093,20110801,4,1,1,96,12.0,2011-08-01 00:00:00.000
8094,20110801,4,2,1,12,124016.0,2011-08-01 00:00:00.000
8095,20110801,4,6,1,52,11389.0,2011-08-01 00:00:00.000
8096,20110801,4,6,2,52,18200.0,2011-08-01 00:00:00.000
8097,20110801,4,6,2,53,17100.0,2011-08-01 00:00:00.000
8098,20110801,4,6,1,53,18982.0,2011-08-01 00:00:00.000
8099,20110801,4,6,1,56,132512.0,2011-08-01 00:00:00.000
8100,20110801,4,6,2,56,139100.0,2011-08-01 00:00:00.000
8101,20110801,4,6,2,57,5700.0,2011-08-01 00:00:00.000
8102,20110801,4,6,1,57,6327.0,2011-08-01 00:00:00.000
8103,20110801,4,6,1,60,29120.0,2011-08-01 00:00:00.000
8104,20110801,4,6,2,60,30100.0,2011-08-01 00:00:00.000
8105,20110801,4,6,2,61,2400.0,2011-08-01 00:00:00.000
8106,20110801,4,6,1,61,3203.0,2011-08-01 00:00:00.000
8107,20110801,4,6,2,62,2300.0,2011-08-01 00:00:00.000
8108,20110801,4,6,1,62,2329.0,2011-08-01 00:00:00.000
8109,20110801,4,6,2,63,5900.0,2011-08-01 00:00:00.000
8110,20110801,4,6,1,63,11389.0,2011-08-01 00:00:00.000
8111,20110801,4,6,2,65,550.0,2011-08-01 00:00:00.000
8112,20110801,4,6,1,65,469.0,2011-08-01 00:00:00.000
8113,20110801,4,6,1,66,426.0,2011-08-01 00:00:00.000
8114,20110801,4,6,2,66,480.0,2011-08-01 00:00:00.000
8115,20110801,4,6,1,67,217.0,2011-08-01 00:00:00.000
8116,20110801,4,6,2,67,280.0,2011-08-01 00:00:00.000
8117,20110801,4,6,1,68,161.0,2011-08-01 00:00:00.000
8118,20110801,4,6,2,68,200.0,2011-08-01 00:00:00.000
8119,20110801,4,6,1,69,47.0,2011-08-01 00:00:00.000
8120,20110801,4,6,2,71,80.0,2011-08-01 00:00:00.000
8121,20110801,4,6,1,71,42.0,2011-08-01 00:00:00.000
8122,20110801,4,6,1,72,759.0,2011-08-01 00:00:00.000
8123,20110801,4,6,2,72,480.0,2011-08-01 00:00:00.000
8124,20110801,4,6,2,73,300.0,2011-08-01 00:00:00.000
8125,20110801,4,6,1,73,300.0,2011-08-01 00:00:00.000
8126,20110801,4,6,1,74,218.0,2011-08-01 00:00:00.000
8127,20110801,4,6,2,74,280.0,2011-08-01 00:00:00.000
8128,20110801,4,6,2,76,2000.0,2011-08-01 00:00:00.000
8129,20110801,4,6,1,76,3421.0,2011-08-01 00:00:00.000
8130,20110801,4,6,2,77,550.0,2011-08-01 00:00:00.000
8131,20110801,4,6,1,77,636.0,2011-08-01 00:00:00.000
8132,20110801,4,6,1,78,199.0,2011-08-01 00:00:00.000
8133,20110801,4,6,2,78,200.0,2011-08-01 00:00:00.000
8134,20110801,4,6,2,80,750.0,2011-08-01 00:00:00.000
8135,20110801,4,6,1,80,779.0,2011-08-01 00:00:00.000
8136,20110801,4,6,2,81,480.0,2011-08-01 00:00:00.000
8137,20110801,4,6,1,81,482.0,2011-08-01 00:00:00.000
8138,20110801,4,6,2,82,50.0,2011-08-01 00:00:00.000
8139,20110801,4,6,1,82,50.0,2011-08-01 00:00:00.000
8140,20110801,4,6,2,83,200.0,2011-08-01 00:00:00.000
8141,20110801,4,6,1,83,175.0,2011-08-01 00:00:00.000
8142,20110801,4,6,1,84,155.0,2011-08-01 00:00:00.000
8143,20110801,4,6,2,84,200.0,2011-08-01 00:00:00.000
8144,20110801,4,6,2,85,100.0,2011-08-01 00:00:00.000
8145,20110801,4,6,1,85,140.0,2011-08-01 00:00:00.000
8146,20110801,4,6,2,87,650.0,2011-08-01 00:00:00.000
8147,20110801,4,6,1,87,630.0,2011-08-01 00:00:00.000
8148,20110801,4,6,1,89,151.0,2011-08-01 00:00:00.000
8149,20110801,4,6,1,90,233.0,2011-08-01 00:00:00.000
8150,20110801,4,6,1,91,-186.0,2011-08-01 00:00:00.000
8151,20110801,4,6,1,92,310.0,2011-08-01 00:00:00.000
8152,20110801,4,6,1,94,10199.0,2011-08-01 00:00:00.000
8153,20110801,4,6,1,96,7.0,2011-08-01 00:00:00.000
8154,20110801,4,6,1,97,295.0,2011-08-01 00:00:00.000
8155,20110801,4,6,1,99,63000.0,2011-08-01 00:00:00.000
8156,20110801,4,6,2,101,436600.0,2011-08-01 00:00:00.000
8157,20110801,4,6,1,101,379643.0,2011-08-01 00:00:00.000
8158,20110801,4,7,1,4,420632.0,2011-08-01 00:00:00.000
8159,20110801,4,7,1,6,386576.0,2011-08-01 00:00:00.000
8160,20110801,4,7,1,7,11268.0,2011-08-01 00:00:00.000
8161,20110801,4,7,1,8,7731.0,2011-08-01 00:00:00.000
8162,20110801,4,7,1,13,59146.0,2011-08-01 00:00:00.000
8163,20110801,4,7,1,14,38271.0,2011-08-01 00:00:00.000
8164,20110801,4,7,1,15,71903.0,2011-08-01 00:00:00.000
8165,20110801,4,7,1,18,10976.0,2011-08-01 00:00:00.000
8166,20110801,4,7,1,19,34976.0,2011-08-01 00:00:00.000
8167,20110801,4,7,1,20,10097.0,2011-08-01 00:00:00.000
8168,20110801,4,7,1,21,55018.0,2011-08-01 00:00:00.000
8169,20110801,4,7,1,22,9321.0,2011-08-01 00:00:00.000
8170,20110801,4,7,1,23,3888.0,2011-08-01 00:00:00.000
8171,20110801,4,7,1,24,21106.0,2011-08-01 00:00:00.000
8172,20110801,4,7,1,28,18112.0,2011-08-01 00:00:00.000
8173,20110801,4,7,1,29,149442.0,2011-08-01 00:00:00.000
8174,20110801,4,7,1,31,44596.0,2011-08-01 00:00:00.000
8175,20110801,4,7,1,32,27957.0,2011-08-01 00:00:00.000
8176,20110801,4,7,1,33,19393.0,2011-08-01 00:00:00.000
8177,20110801,4,7,1,34,25436.0,2011-08-01 00:00:00.000
8178,20110801,4,7,1,35,113212.0,2011-08-01 00:00:00.000
8179,20110801,4,7,1,37,106273.0,2011-08-01 00:00:00.000
8180,20110801,4,7,1,38,25087.0,2011-08-01 00:00:00.000
8181,20110801,4,7,1,39,43173.0,2011-08-01 00:00:00.000
8182,20110801,4,7,1,40,26432.0,2011-08-01 00:00:00.000
8183,20110801,4,7,1,43,302470.0,2011-08-01 00:00:00.000
8184,20110801,4,7,1,46,345056.0,2011-08-01 00:00:00.000
8185,20110801,4,7,1,100,18286.0,2011-08-01 00:00:00.000
8186,20110801,5,1,2,60,31000.0,2011-08-01 00:00:00.000
8187,20110801,5,1,1,60,32960.0,2011-08-01 00:00:00.000
8188,20110801,5,1,1,61,3296.0,2011-08-01 00:00:00.000
8189,20110801,5,1,2,61,3000.0,2011-08-01 00:00:00.000
8190,20110801,5,1,1,62,2636.0,2011-08-01 00:00:00.000
8191,20110801,5,1,2,62,2100.0,2011-08-01 00:00:00.000
8192,20110801,5,1,2,65,480.0,2011-08-01 00:00:00.000
8193,20110801,5,1,1,65,568.0,2011-08-01 00:00:00.000
8194,20110801,5,1,1,66,516.0,2011-08-01 00:00:00.000
8195,20110801,5,1,2,66,380.0,2011-08-01 00:00:00.000
8196,20110801,5,1,2,67,200.0,2011-08-01 00:00:00.000
8197,20110801,5,1,1,67,256.0,2011-08-01 00:00:00.000
8198,20110801,5,1,1,68,192.0,2011-08-01 00:00:00.000
8199,20110801,5,1,2,68,200.0,2011-08-01 00:00:00.000
8200,20110801,5,1,1,69,57.0,2011-08-01 00:00:00.000
8201,20110801,5,1,2,71,80.0,2011-08-01 00:00:00.000
8202,20110801,5,1,1,71,56.0,2011-08-01 00:00:00.000
8203,20110801,5,1,1,73,353.0,2011-08-01 00:00:00.000
8204,20110801,5,1,2,73,300.0,2011-08-01 00:00:00.000
8205,20110801,5,1,2,74,200.0,2011-08-01 00:00:00.000
8206,20110801,5,1,1,74,232.0,2011-08-01 00:00:00.000
8207,20110801,5,1,2,76,380.0,2011-08-01 00:00:00.000
8208,20110801,5,1,1,76,408.0,2011-08-01 00:00:00.000
8209,20110801,5,1,2,77,650.0,2011-08-01 00:00:00.000
8210,20110801,5,1,1,77,734.0,2011-08-01 00:00:00.000
8211,20110801,5,1,2,78,200.0,2011-08-01 00:00:00.000
8212,20110801,5,1,1,78,216.0,2011-08-01 00:00:00.000
8213,20110801,5,1,2,80,650.0,2011-08-01 00:00:00.000
8214,20110801,5,1,1,80,840.0,2011-08-01 00:00:00.000
8215,20110801,5,1,2,81,480.0,2011-08-01 00:00:00.000
8216,20110801,5,1,1,81,520.0,2011-08-01 00:00:00.000
8217,20110801,5,1,2,82,50.0,2011-08-01 00:00:00.000
8218,20110801,5,1,1,82,52.0,2011-08-01 00:00:00.000
8219,20110801,5,1,1,83,184.0,2011-08-01 00:00:00.000
8220,20110801,5,1,2,83,200.0,2011-08-01 00:00:00.000
8221,20110801,5,1,2,84,100.0,2011-08-01 00:00:00.000
8222,20110801,5,1,1,84,160.0,2011-08-01 00:00:00.000
8223,20110801,5,1,2,85,100.0,2011-08-01 00:00:00.000
8224,20110801,5,1,1,85,147.0,2011-08-01 00:00:00.000
8225,20110801,5,1,1,87,720.0,2011-08-01 00:00:00.000
8226,20110801,5,1,2,87,650.0,2011-08-01 00:00:00.000
8227,20110801,5,1,1,89,156.0,2011-08-01 00:00:00.000
8228,20110801,5,1,1,90,240.0,2011-08-01 00:00:00.000
8229,20110801,5,1,1,91,-192.0,2011-08-01 00:00:00.000
8230,20110801,5,1,1,92,320.0,2011-08-01 00:00:00.000
8231,20110801,5,1,1,94,228.0,2011-08-01 00:00:00.000
8232,20110801,5,1,1,96,8.0,2011-08-01 00:00:00.000
8233,20110801,5,2,1,12,133051.0,2011-08-01 00:00:00.000
8234,20110801,5,6,1,52,15352.0,2011-08-01 00:00:00.000
8235,20110801,5,6,2,52,16100.0,2011-08-01 00:00:00.000
8236,20110801,5,6,2,53,22100.0,2011-08-01 00:00:00.000
8237,20110801,5,6,1,53,19190.0,2011-08-01 00:00:00.000
8238,20110801,5,6,1,54,1.0,2011-08-01 00:00:00.000
8239,20110801,5,6,2,54,0.0,2011-08-01 00:00:00.000
8240,20110801,5,6,2,56,97300.0,2011-08-01 00:00:00.000
8241,20110801,5,6,1,56,102458.0,2011-08-01 00:00:00.000
8242,20110801,5,6,1,57,15991.0,2011-08-01 00:00:00.000
8243,20110801,5,6,2,57,18400.0,2011-08-01 00:00:00.000
8244,20110801,5,6,2,60,29200.0,2011-08-01 00:00:00.000
8245,20110801,5,6,1,60,27440.0,2011-08-01 00:00:00.000
8246,20110801,5,6,1,61,2195.0,2011-08-01 00:00:00.000
8247,20110801,5,6,2,61,2300.0,2011-08-01 00:00:00.000
8248,20110801,5,6,2,62,2200.0,2011-08-01 00:00:00.000
8249,20110801,5,6,1,62,2195.0,2011-08-01 00:00:00.000
8250,20110801,5,6,1,63,11514.0,2011-08-01 00:00:00.000
8251,20110801,5,6,2,63,9200.0,2011-08-01 00:00:00.000
8252,20110801,5,6,2,65,480.0,2011-08-01 00:00:00.000
8253,20110801,5,6,1,65,455.0,2011-08-01 00:00:00.000
8254,20110801,5,6,1,66,414.0,2011-08-01 00:00:00.000
8255,20110801,5,6,2,66,480.0,2011-08-01 00:00:00.000
8256,20110801,5,6,2,67,200.0,2011-08-01 00:00:00.000
8257,20110801,5,6,1,67,210.0,2011-08-01 00:00:00.000
8258,20110801,5,6,2,68,200.0,2011-08-01 00:00:00.000
8259,20110801,5,6,1,68,161.0,2011-08-01 00:00:00.000
8260,20110801,5,6,1,69,46.0,2011-08-01 00:00:00.000
8261,20110801,5,6,2,71,80.0,2011-08-01 00:00:00.000
8262,20110801,5,6,1,71,63.0,2011-08-01 00:00:00.000
8263,20110801,5,6,2,72,480.0,2011-08-01 00:00:00.000
8264,20110801,5,6,1,72,383.0,2011-08-01 00:00:00.000
8265,20110801,5,6,1,73,300.0,2011-08-01 00:00:00.000
8266,20110801,5,6,2,73,300.0,2011-08-01 00:00:00.000
8267,20110801,5,6,1,74,215.0,2011-08-01 00:00:00.000
8268,20110801,5,6,2,74,200.0,2011-08-01 00:00:00.000
8269,20110801,5,6,1,76,3420.0,2011-08-01 00:00:00.000
8270,20110801,5,6,2,76,2100.0,2011-08-01 00:00:00.000
8271,20110801,5,6,2,77,650.0,2011-08-01 00:00:00.000
8272,20110801,5,6,1,77,630.0,2011-08-01 00:00:00.000
8273,20110801,5,6,1,78,178.0,2011-08-01 00:00:00.000
8274,20110801,5,6,2,78,200.0,2011-08-01 00:00:00.000
8275,20110801,5,6,2,80,650.0,2011-08-01 00:00:00.000
8276,20110801,5,6,1,80,668.0,2011-08-01 00:00:00.000
8277,20110801,5,6,2,81,380.0,2011-08-01 00:00:00.000
8278,20110801,5,6,1,81,414.0,2011-08-01 00:00:00.000
8279,20110801,5,6,1,82,40.0,2011-08-01 00:00:00.000
8280,20110801,5,6,2,82,50.0,2011-08-01 00:00:00.000
8281,20110801,5,6,1,83,140.0,2011-08-01 00:00:00.000
8282,20110801,5,6,2,83,200.0,2011-08-01 00:00:00.000
8283,20110801,5,6,2,84,100.0,2011-08-01 00:00:00.000
8284,20110801,5,6,1,84,116.0,2011-08-01 00:00:00.000
8285,20110801,5,6,2,85,100.0,2011-08-01 00:00:00.000
8286,20110801,5,6,1,85,112.0,2011-08-01 00:00:00.000
8287,20110801,5,6,1,87,630.0,2011-08-01 00:00:00.000
8288,20110801,5,6,2,87,550.0,2011-08-01 00:00:00.000
8289,20110801,5,6,1,89,113.0,2011-08-01 00:00:00.000
8290,20110801,5,6,1,90,174.0,2011-08-01 00:00:00.000
8291,20110801,5,6,1,91,-139.0,2011-08-01 00:00:00.000
8292,20110801,5,6,1,92,232.0,2011-08-01 00:00:00.000
8293,20110801,5,6,1,94,29232.0,2011-08-01 00:00:00.000
8294,20110801,5,6,1,96,7.0,2011-08-01 00:00:00.000
8295,20110801,5,6,1,97,334.0,2011-08-01 00:00:00.000
